num_col,size_col,size_chunk,num_threads,level_one_time,canopy_size,level_two_time,canopy_size,rest_of_levels_time,total_time,canopy_size
15,1000000,1000,1,0.0931264,15000,1.20575,120000,163.192,164.491,32767000
15,1000000,1000,2,0.0543459,15000,0.625279,120000,98.8063,99.4861,32767000
15,1000000,1000,4,0.0327747,15000,0.347728,120000,60.7173,61.0981,32767000
15,1000000,1000,8,0.0213418,15000,0.237309,120000,45.1974,45.4564,32767000
