num_col,size_col,size_chunk,num_threads,level_one_time,canopy_size,level_two_time,canopy_size,rest_of_levels_time,canopy_size,total_time,canopy_size,cycles,cache-misses
5,100000,10000,1,0.00410824,50,0.010834,150,0.000274157,310,0.0153348,310,37060928,23004
6,100000,10000,1,0.00445696,60,0.0160729,210,0.000642951,630,0.0212821,630,51706303,21844
7,100000,10000,1,0.00509076,70,0.0222676,280,0.00145107,1270,0.02893,1270,70897678,24887
